transaction_id,investor_id,transaction_date,amfi_code,transaction_type,amount_inr,state,city,city_tier,age_group,gender,annual_income_lakh,payment_mode,kyc_status,date_key
217,INV003040,2024-01-04,119598,Lumpsum,468352,Karnataka,Bangalore,T30,26-35,Female,15.3,Cheque,Verified,20240104
218,INV003083,2024-01-04,125497,Lumpsum,201815,Madhya Pradesh,Bhopal,B30,56+,Female,41.3,UPI,Verified,20240104
219,INV003100,2024-01-04,149324,Lumpsum,361700,Telangana,Hyderabad,T30,26-35,Male,16.5,Net Banking,Verified,20240104
220,INV003191,2024-01-04,119092,Lumpsum,94475,Madhya Pradesh,Bhopal,B30,18-25,Female,6.8,Mandate,Verified,20240104
221,INV003196,2024-01-04,101207,SIP,2483,West Bengal,Kolkata,T30,26-35,Female,20.1,UPI,Verified,20240104
222,INV003240,2024-01-04,101206,SIP,6686,Haryana,Gurugram,T30,26-35,Male,21.7,Net Banking,Pending,20240104
223,INV003342,2024-01-04,100025,Redemption,345140,Tamil Nadu,Chennai,T30,56+,Male,32.8,Cheque,Verified,20240104
224,INV003394,2024-01-04,149322,SIP,13339,West Bengal,Kolkata,T30,26-35,Male,14.6,Mandate,Verified,20240104
225,INV003409,2024-01-04,125497,Redemption,255163,Karnataka,Mysore,B30,46-55,Male,44.2,Net Banking,Verified,20240104
226,INV003410,2024-01-04,149324,SIP,1826,Madhya Pradesh,Indore,T30,26-35,Male,7.7,UPI,Verified,20240104
227,INV003414,2024-01-04,149322,SIP,2730,Maharashtra,Pune,T30,36-45,Female,20.3,Cheque,Verified,20240104
228,INV003489,2024-01-04,149323,SIP,11426,Rajasthan,Udaipur,B30,26-35,Male,11.4,UPI,Verified,20240104
229,INV003500,2024-01-04,120505,SIP,2007,Maharashtra,Mumbai,T30,26-35,Male,15.5,Mandate,Pending,20240104
230,INV003579,2024-01-04,119599,Lumpsum,518933,West Bengal,Kolkata,T30,18-25,Male,4.6,Net Banking,Verified,20240104
231,INV003705,2024-01-04,120506,SIP,57004,Telangana,Hyderabad,T30,26-35,Male,8.0,UPI,Pending,20240104
232,INV003707,2024-01-04,120506,SIP,3527,Telangana,Hyderabad,T30,36-45,Female,55.5,Mandate,Verified,20240104
233,INV003946,2024-01-04,120504,Lumpsum,465127,Karnataka,Mysore,B30,26-35,Female,9.2,Net Banking,Verified,20240104
234,INV003953,2024-01-04,148569,SIP,58436,Maharashtra,Pune,T30,36-45,Male,17.4,Mandate,Verified,20240104
235,INV004059,2024-01-04,120843,SIP,7638,Maharashtra,Pune,T30,26-35,Female,17.0,Net Banking,Verified,20240104
236,INV004131,2024-01-04,101208,SIP,2343,Uttar Pradesh,Kanpur,B30,26-35,Male,10.3,UPI,Verified,20240104
237,INV004138,2024-01-04,119094,SIP,827,Madhya Pradesh,Indore,T30,36-45,Male,18.2,Mandate,Verified,20240104
238,INV004321,2024-01-04,120843,SIP,1147,West Bengal,Kolkata,T30,26-35,Male,16.0,Mandate,Verified,20240104
239,INV004353,2024-01-04,120844,Lumpsum,20266,Uttar Pradesh,Agra,B30,56+,Male,31.2,UPI,Verified,20240104
240,INV004563,2024-01-04,118634,Lumpsum,38117,Gujarat,Surat,T30,46-55,Female,32.2,Cheque,Verified,20240104
241,INV004593,2024-01-04,120506,Lumpsum,65501,Punjab,Amritsar,B30,26-35,Male,13.7,Net Banking,Verified,20240104
242,INV004602,2024-01-04,120504,SIP,28337,Delhi,Noida,T30,26-35,Female,9.4,Cheque,Verified,20240104
243,INV004682,2024-01-04,120841,SIP,571,Telangana,Hyderabad,T30,26-35,Female,8.7,Mandate,Verified,20240104
244,INV004688,2024-01-04,120505,Lumpsum,168104,West Bengal,Kolkata,T30,26-35,Male,20.7,UPI,Verified,20240104
245,INV004770,2024-01-04,125497,SIP,8263,Gujarat,Surat,T30,18-25,Female,5.2,Net Banking,Verified,20240104
246,INV004797,2024-01-04,125497,Lumpsum,178854,Gujarat,Ahmedabad,T30,56+,Male,18.9,Net Banking,Verified,20240104
247,INV004880,2024-01-04,125497,SIP,6167,Punjab,Chandigarh,T30,26-35,Male,6.3,UPI,Verified,20240104
248,INV004896,2024-01-04,148567,Lumpsum,22023,Uttar Pradesh,Agra,B30,18-25,Female,3.5,Mandate,Verified,20240104
249,INV004939,2024-01-04,118635,SIP,25211,Punjab,Amritsar,B30,18-25,Male,4.7,Cheque,Verified,20240104
250,INV000058,2024-01-05,120841,Lumpsum,248336,Maharashtra,Mumbai,T30,26-35,Male,19.9,Net Banking,Verified,20240105
251,INV000065,2024-01-05,149322,Redemption,89612,Maharashtra,Mumbai,T30,46-55,Female,43.2,UPI,Verified,20240105
252,INV000181,2024-01-05,118633,SIP,8019,Uttar Pradesh,Lucknow,T30,36-45,Male,36.2,Cheque,Verified,20240105
253,INV000461,2024-01-05,125498,SIP,10676,Punjab,Chandigarh,T30,36-45,Male,26.9,Net Banking,Pending,20240105
254,INV000476,2024-01-05,100033,SIP,47424,Gujarat,Surat,T30,46-55,Female,21.2,Net Banking,Verified,20240105
255,INV000535,2024-01-05,118636,SIP,26387,Tamil Nadu,Coimbatore,B30,36-45,Male,18.7,Cheque,Verified,20240105
256,INV000642,2024-01-05,119092,Redemption,413094,Gujarat,Surat,T30,26-35,Male,15.6,Mandate,Verified,20240105
257,INV000762,2024-01-05,101208,Lumpsum,141489,Delhi,Gurugram,T30,36-45,Female,29.8,Net Banking,Verified,20240105
258,INV000786,2024-01-05,119095,SIP,1199,Madhya Pradesh,Bhopal,B30,26-35,Male,17.9,UPI,Verified,20240105
259,INV000791,2024-01-05,119598,SIP,13272,Madhya Pradesh,Bhopal,B30,26-35,Male,18.4,Mandate,Verified,20240105
260,INV000797,2024-01-05,118636,Redemption,372649,Rajasthan,Jaipur,T30,36-45,Female,53.7,Mandate,Verified,20240105
261,INV000854,2024-01-05,119093,SIP,2770,Karnataka,Bangalore,T30,46-55,Female,79.7,Mandate,Verified,20240105
262,INV000926,2024-01-05,120507,SIP,7278,Delhi,New Delhi,T30,36-45,Male,46.1,Mandate,Verified,20240105
263,INV001027,2024-01-05,119552,Redemption,347503,West Bengal,Kolkata,T30,46-55,Female,62.7,Net Banking,Verified,20240105
264,INV001070,2024-01-05,120843,SIP,52410,Tamil Nadu,Coimbatore,B30,26-35,Male,11.9,Cheque,Verified,20240105
265,INV001269,2024-01-05,100033,Lumpsum,432672,Maharashtra,Mumbai,T30,26-35,Male,14.4,UPI,Pending,20240105
266,INV001295,2024-01-05,119120,SIP,6736,Madhya Pradesh,Indore,T30,36-45,Male,30.8,Cheque,Verified,20240105
267,INV001629,2024-01-05,118634,Lumpsum,26213,Madhya Pradesh,Indore,T30,26-35,Male,15.0,Cheque,Verified,20240105
268,INV001636,2024-01-05,119094,SIP,8674,Rajasthan,Udaipur,B30,18-25,Male,6.0,Mandate,Verified,20240105
269,INV001651,2024-01-05,149323,SIP,6844,Gujarat,Ahmedabad,T30,18-25,Male,4.1,UPI,Verified,20240105
270,INV001811,2024-01-05,119552,Lumpsum,48636,Punjab,Amritsar,B30,18-25,Male,7.8,Net Banking,Verified,20240105
271,INV001930,2024-01-05,125497,SIP,1092,Tamil Nadu,Chennai,T30,26-35,Female,8.8,Mandate,Verified,20240105
272,INV002154,2024-01-05,149324,Redemption,188124,Uttar Pradesh,Lucknow,T30,36-45,Male,40.5,Mandate,Verified,20240105
273,INV002225,2024-01-05,120844,SIP,2284,Punjab,Amritsar,B30,46-55,Male,86.2,Mandate,Verified,20240105
274,INV002530,2024-01-05,119093,SIP,13177,Telangana,Hyderabad,T30,36-45,Male,53.9,Cheque,Pending,20240105
275,INV002567,2024-01-05,120842,SIP,9018,Madhya Pradesh,Indore,T30,36-45,Male,20.3,Cheque,Verified,20240105
276,INV002610,2024-01-05,100016,SIP,4252,Tamil Nadu,Coimbatore,B30,36-45,Female,31.7,Net Banking,Verified,20240105
277,INV002611,2024-01-05,120507,Redemption,373343,West Bengal,Kolkata,T30,26-35,Male,21.5,Net Banking,Verified,20240105
278,INV002656,2024-01-05,118636,Lumpsum,265566,Tamil Nadu,Coimbatore,B30,26-35,Male,9.6,Mandate,Verified,20240105
279,INV002947,2024-01-05,148569,SIP,8881,Maharashtra,Nashik,B30,46-55,Male,73.3,UPI,Verified,20240105
280,INV003028,2024-01-05,100033,SIP,7663,Tamil Nadu,Chennai,T30,26-35,Female,12.8,Cheque,Verified,20240105
281,INV003063,2024-01-05,148569,SIP,869,Maharashtra,Mumbai,T30,36-45,Female,45.0,Net Banking,Verified,20240105
282,INV003072,2024-01-05,119094,SIP,28652,Tamil Nadu,Coimbatore,B30,18-25,Male,3.8,UPI,Verified,20240105
283,INV003075,2024-01-05,100025,SIP,8649,Delhi,Gurugram,T30,46-55,Male,83.5,Net Banking,Verified,20240105
284,INV003076,2024-01-05,120507,Redemption,197940,Haryana,Gurugram,T30,26-35,Male,20.2,UPI,Verified,20240105
285,INV003171,2024-01-05,120505,SIP,5100,Rajasthan,Jaipur,T30,36-45,Female,16.3,Cheque,Verified,20240105
286,INV003193,2024-01-05,119599,SIP,4260,Rajasthan,Jaipur,T30,36-45,Male,40.4,Net Banking,Verified,20240105
287,INV003198,2024-01-05,120843,SIP,46712,Uttar Pradesh,Lucknow,T30,46-55,Female,37.0,Net Banking,Verified,20240105
288,INV003211,2024-01-05,101206,Lumpsum,405816,Uttar Pradesh,Lucknow,T30,36-45,Male,55.1,Cheque,Verified,20240105
289,INV003216,2024-01-05,119551,Lumpsum,59528,Delhi,New Delhi,T30,36-45,Male,12.6,UPI,Verified,20240105
290,INV003251,2024-01-05,149324,Lumpsum,341468,Tamil Nadu,Coimbatore,B30,36-45,Female,52.4,Net Banking,Verified,20240105
291,INV003427,2024-01-05,118633,Redemption,193289,West Bengal,Kolkata,T30,18-25,Male,4.4,UPI,Verified,20240105
292,INV003505,2024-01-05,148568,Redemption,13457,West Bengal,Kolkata,T30,56+,Female,53.5,UPI,Verified,20240105
293,INV003516,2024-01-05,118635,Lumpsum,363022,Delhi,Gurugram,T30,36-45,Female,14.0,Mandate,Verified,20240105
294,INV003641,2024-01-05,120505,SIP,6819,Telangana,Hyderabad,T30,26-35,Female,13.1,Net Banking,Verified,20240105
295,INV003795,2024-01-05,101208,SIP,4746,West Bengal,Kolkata,T30,18-25,Male,7.6,Mandate,Verified,20240105
296,INV003846,2024-01-05,102886,Redemption,8986,Uttar Pradesh,Agra,B30,46-55,Female,44.2,Mandate,Verified,20240105
297,INV003937,2024-01-05,102885,Lumpsum,451983,Maharashtra,Nashik,B30,56+,Male,31.8,Net Banking,Verified,20240105
298,INV004096,2024-01-05,101207,SIP,44821,Tamil Nadu,Coimbatore,B30,36-45,Male,57.1,Net Banking,Verified,20240105
299,INV004257,2024-01-05,119094,Redemption,301471,Telangana,Hyderabad,T30,36-45,Male,22.0,Mandate,Pending,20240105
300,INV004291,2024-01-05,149323,Redemption,402785,Telangana,Hyderabad,T30,56+,Female,30.4,Net Banking,Verified,20240105
301,INV004340,2024-01-05,102885,Redemption,151645,Karnataka,Mysore,B30,26-35,Male,17.9,Cheque,Verified,20240105
302,INV004400,2024-01-05,120841,Lumpsum,522907,Uttar Pradesh,Agra,B30,26-35,Male,19.5,Cheque,Verified,20240105
303,INV004414,2024-01-05,118635,Redemption,294110,Uttar Pradesh,Lucknow,T30,26-35,Male,6.6,Mandate,Verified,20240105
304,INV004452,2024-01-05,149324,SIP,4901,Rajasthan,Udaipur,B30,26-35,Male,17.6,Net Banking,Verified,20240105
305,INV004472,2024-01-05,120843,Lumpsum,331877,West Bengal,Kolkata,T30,26-35,Female,19.1,Net Banking,Verified,20240105
306,INV004478,2024-01-05,101206,Redemption,308976,Delhi,New Delhi,T30,26-35,Male,13.8,Mandate,Verified,20240105
307,INV004733,2024-01-05,149323,SIP,822,Telangana,Hyderabad,T30,18-25,Male,5.4,Cheque,Verified,20240105
308,INV004743,2024-01-05,119092,SIP,15224,Maharashtra,Nashik,B30,36-45,Male,18.7,Mandate,Verified,20240105
309,INV004889,2024-01-05,149323,Lumpsum,330076,Rajasthan,Jaipur,T30,46-55,Male,34.5,Mandate,Verified,20240105
310,INV004902,2024-01-05,119552,Lumpsum,25230,Rajasthan,Jaipur,T30,18-25,Female,6.1,Mandate,Verified,20240105
311,INV004919,2024-01-05,100033,Lumpsum,243656,Telangana,Hyderabad,T30,26-35,Male,6.6,Cheque,Verified,20240105
312,INV004981,2024-01-05,149323,SIP,7677,Haryana,Faridabad,B30,18-25,Male,3.5,Net Banking,Verified,20240105
313,INV004992,2024-01-05,101208,SIP,434,Rajasthan,Udaipur,B30,26-35,Male,11.1,Cheque,Verified,20240105
314,INV004998,2024-01-05,120844,Lumpsum,295114,Gujarat,Ahmedabad,T30,36-45,Male,24.2,Net Banking,Verified,20240105
315,INV000104,2024-01-06,149322,SIP,29462,Madhya Pradesh,Indore,T30,26-35,Male,8.1,Cheque,Pending,20240106
316,INV000126,2024-01-06,101207,Lumpsum,151709,Maharashtra,Mumbai,T30,26-35,Male,19.4,Mandate,Pending,20240106
317,INV000163,2024-01-06,100033,SIP,26952,Uttar Pradesh,Kanpur,B30,46-55,Male,70.4,Cheque,Verified,20240106
318,INV000166,2024-01-06,149324,SIP,2824,Telangana,Hyderabad,T30,26-35,Male,24.4,Mandate,Verified,20240106
319,INV000182,2024-01-06,120842,Redemption,309923,Tamil Nadu,Chennai,T30,36-45,Male,38.1,Net Banking,Verified,20240106
320,INV000668,2024-01-06,101207,SIP,2570,Telangana,Hyderabad,T30,18-25,Male,4.8,Cheque,Verified,20240106
321,INV000783,2024-01-06,100033,Lumpsum,330093,Gujarat,Ahmedabad,T30,46-55,Male,92.0,Cheque,Verified,20240106
322,INV000783,2024-01-06,148569,Lumpsum,60606,Gujarat,Ahmedabad,T30,46-55,Male,92.0,Cheque,Pending,20240106
323,INV000960,2024-01-06,120507,SIP,12641,West Bengal,Kolkata,T30,46-55,Male,90.6,Cheque,Pending,20240106
324,INV000974,2024-01-06,120506,SIP,6150,Maharashtra,Mumbai,T30,46-55,Male,88.6,UPI,Verified,20240106
325,INV001043,2024-01-06,149324,SIP,3166,Haryana,Gurugram,T30,18-25,Male,7.8,UPI,Verified,20240106
326,INV001058,2024-01-06,119598,Lumpsum,33691,Uttar Pradesh,Kanpur,B30,36-45,Male,28.2,Cheque,Verified,20240106
327,INV001131,2024-01-06,120505,Lumpsum,513257,Tamil Nadu,Coimbatore,B30,36-45,Female,32.0,Mandate,Verified,20240106
328,INV001283,2024-01-06,119599,Lumpsum,33527,Telangana,Hyderabad,T30,18-25,Male,4.6,Cheque,Pending,20240106
329,INV001304,2024-01-06,125497,SIP,5514,Gujarat,Ahmedabad,T30,26-35,Male,21.8,Cheque,Pending,20240106
330,INV001492,2024-01-06,119552,SIP,2167,Tamil Nadu,Chennai,T30,26-35,Male,19.6,UPI,Verified,20240106
331,INV001630,2024-01-06,119093,SIP,27077,Telangana,Hyderabad,T30,36-45,Male,15.4,Net Banking,Verified,20240106
332,INV001656,2024-01-06,119120,Redemption,357463,Madhya Pradesh,Bhopal,B30,26-35,Male,19.4,Mandate,Verified,20240106
333,INV001720,2024-01-06,119094,Redemption,197973,Karnataka,Mysore,B30,36-45,Male,43.6,Mandate,Verified,20240106
334,INV001770,2024-01-06,118636,Lumpsum,138095,Telangana,Hyderabad,T30,18-25,Male,6.3,Cheque,Verified,20240106
335,INV001848,2024-01-06,148569,SIP,16080,Punjab,Chandigarh,T30,26-35,Male,10.9,Cheque,Verified,20240106
336,INV001870,2024-01-06,118636,SIP,57785,Madhya Pradesh,Indore,T30,26-35,Male,19.3,UPI,Verified,20240106
337,INV001902,2024-01-06,120843,SIP,2179,Punjab,Chandigarh,T30,46-55,Female,22.2,Net Banking,Verified,20240106
338,INV001923,2024-01-06,102886,SIP,1042,Gujarat,Surat,T30,18-25,Female,4.0,Mandate,Verified,20240106
339,INV001924,2024-01-06,125497,SIP,2361,Karnataka,Bangalore,T30,18-25,Male,4.9,Net Banking,Verified,20240106
340,INV001953,2024-01-06,101208,Lumpsum,420171,Haryana,Faridabad,B30,46-55,Male,55.0,Net Banking,Verified,20240106
341,INV002034,2024-01-06,120842,SIP,28965,Uttar Pradesh,Lucknow,T30,26-35,Male,10.0,UPI,Verified,20240106
342,INV002250,2024-01-06,102887,Lumpsum,554938,Telangana,Hyderabad,T30,36-45,Male,20.4,Mandate,Verified,20240106
343,INV002329,2024-01-06,120842,SIP,8132,Madhya Pradesh,Indore,T30,56+,Male,51.2,Cheque,Verified,20240106
344,INV002548,2024-01-06,118632,SIP,59410,Haryana,Gurugram,T30,26-35,Male,21.3,UPI,Verified,20240106
345,INV002565,2024-01-06,119599,Lumpsum,63809,Rajasthan,Jaipur,T30,26-35,Male,10.0,Mandate,Verified,20240106
346,INV002658,2024-01-06,120503,Lumpsum,41413,Madhya Pradesh,Indore,T30,26-35,Female,16.8,Net Banking,Verified,20240106
347,INV002776,2024-01-06,101207,SIP,989,Tamil Nadu,Coimbatore,B30,18-25,Male,5.8,Net Banking,Pending,20240106
348,INV002796,2024-01-06,101207,Lumpsum,115644,Telangana,Hyderabad,T30,36-45,Male,48.8,UPI,Pending,20240106
349,INV002835,2024-01-06,149322,SIP,5894,Haryana,Faridabad,B30,26-35,Male,11.2,Cheque,Verified,20240106
350,INV003022,2024-01-06,101207,Lumpsum,445481,Telangana,Hyderabad,T30,46-55,Male,60.2,Mandate,Verified,20240106
351,INV003040,2024-01-06,148568,SIP,1616,Karnataka,Bangalore,T30,26-35,Female,15.3,Mandate,Verified,20240106
352,INV003060,2024-01-06,120507,SIP,10941,Rajasthan,Jaipur,T30,56+,Female,16.6,Cheque,Verified,20240106
353,INV003070,2024-01-06,119092,SIP,26490,West Bengal,Kolkata,T30,26-35,Male,23.7,Cheque,Verified,20240106
354,INV003097,2024-01-06,120842,SIP,9469,Punjab,Chandigarh,T30,26-35,Male,21.5,Net Banking,Verified,20240106
355,INV003143,2024-01-06,120843,Lumpsum,249341,Karnataka,Mysore,B30,18-25,Female,5.9,Cheque,Verified,20240106
356,INV003564,2024-01-06,148569,SIP,53136,Telangana,Hyderabad,T30,18-25,Male,6.8,Mandate,Verified,20240106
357,INV003636,2024-01-06,119552,SIP,2299,West Bengal,Kolkata,T30,46-55,Female,94.0,Net Banking,Verified,20240106
358,INV003691,2024-01-06,118632,SIP,1128,Haryana,Faridabad,B30,18-25,Male,3.1,Net Banking,Verified,20240106
359,INV003696,2024-01-06,120504,Lumpsum,401559,Tamil Nadu,Coimbatore,B30,18-25,Female,4.0,Net Banking,Verified,20240106
360,INV003744,2024-01-06,118632,Lumpsum,123594,Karnataka,Mysore,B30,18-25,Female,4.1,Net Banking,Verified,20240106
361,INV003876,2024-01-06,100033,Redemption,237658,Rajasthan,Udaipur,B30,18-25,Male,5.6,Net Banking,Verified,20240106
362,INV003894,2024-01-06,119552,Lumpsum,404974,Tamil Nadu,Coimbatore,B30,26-35,Male,14.9,Mandate,Verified,20240106
363,INV003991,2024-01-06,120504,SIP,3089,Tamil Nadu,Chennai,T30,26-35,Female,20.9,Mandate,Verified,20240106
364,INV003998,2024-01-06,101208,SIP,11973,Telangana,Hyderabad,T30,26-35,Male,12.5,UPI,Verified,20240106
365,INV004134,2024-01-06,148569,SIP,3144,West Bengal,Kolkata,T30,36-45,Male,24.4,Mandate,Verified,20240106
366,INV004185,2024-01-06,118633,SIP,2625,Tamil Nadu,Coimbatore,B30,46-55,Male,38.5,Cheque,Verified,20240106
367,INV004230,2024-01-06,120841,Lumpsum,31627,Karnataka,Bangalore,T30,18-25,Female,7.4,Cheque,Verified,20240106
368,INV004329,2024-01-06,102886,SIP,2439,Haryana,Gurugram,T30,18-25,Female,7.5,Net Banking,Verified,20240106
369,INV004412,2024-01-06,148568,SIP,2615,Punjab,Amritsar,B30,26-35,Female,21.6,UPI,Verified,20240106
370,INV004497,2024-01-06,119120,SIP,42251,Rajasthan,Jaipur,T30,26-35,Female,13.3,UPI,Verified,20240106
371,INV004594,2024-01-06,149322,Lumpsum,119338,Haryana,Gurugram,T30,26-35,Female,9.8,Cheque,Verified,20240106
372,INV004811,2024-01-06,120841,Redemption,39649,Punjab,Amritsar,B30,26-35,Female,9.4,UPI,Verified,20240106
373,INV004832,2024-01-06,119551,Redemption,359828,Uttar Pradesh,Kanpur,B30,18-25,Male,3.8,Net Banking,Verified,20240106
374,INV000032,2024-01-07,119120,Redemption,291165,Delhi,Noida,T30,36-45,Male,21.8,Cheque,Verified,20240107
375,INV000091,2024-01-07,101208,SIP,8317,Haryana,Gurugram,T30,26-35,Male,14.6,Net Banking,Verified,20240107
376,INV000155,2024-01-07,120506,Redemption,230658,Madhya Pradesh,Bhopal,B30,26-35,Female,17.4,Net Banking,Verified,20240107
377,INV000231,2024-01-07,119095,Redemption,221924,Rajasthan,Udaipur,B30,26-35,Female,22.9,Cheque,Verified,20240107
378,INV000288,2024-01-07,118634,SIP,55146,Telangana,Hyderabad,T30,26-35,Male,10.1,Cheque,Verified,20240107
379,INV000307,2024-01-07,149323,Lumpsum,81645,Telangana,Hyderabad,T30,18-25,Male,7.8,Mandate,Verified,20240107
380,INV000308,2024-01-07,119095,Redemption,15648,West Bengal,Kolkata,T30,36-45,Male,52.4,UPI,Verified,20240107
381,INV000339,2024-01-07,120843,Lumpsum,133844,Uttar Pradesh,Kanpur,B30,26-35,Male,22.3,Net Banking,Verified,20240107
382,INV000408,2024-01-07,120843,Redemption,118820,Punjab,Amritsar,B30,56+,Male,62.3,Net Banking,Verified,20240107
383,INV000476,2024-01-07,120505,SIP,9845,Gujarat,Surat,T30,46-55,Female,21.2,Mandate,Verified,20240107
384,INV000540,2024-01-07,120843,Redemption,410824,Tamil Nadu,Coimbatore,B30,26-35,Female,10.4,Mandate,Verified,20240107
385,INV000542,2024-01-07,118632,SIP,2033,Haryana,Faridabad,B30,36-45,Male,20.3,Cheque,Verified,20240107
386,INV000583,2024-01-07,119092,Redemption,344315,Punjab,Amritsar,B30,26-35,Male,8.7,Cheque,Verified,20240107
387,INV000667,2024-01-07,101208,Lumpsum,390649,Telangana,Hyderabad,T30,26-35,Male,7.5,Mandate,Verified,20240107
388,INV000766,2024-01-07,148568,SIP,7948,Uttar Pradesh,Agra,B30,46-55,Male,88.1,Net Banking,Verified,20240107
389,INV000855,2024-01-07,101206,SIP,490,Maharashtra,Pune,T30,56+,Male,57.1,Cheque,Verified,20240107
390,INV000894,2024-01-07,100033,Redemption,219820,Tamil Nadu,Coimbatore,B30,36-45,Female,32.0,Net Banking,Verified,20240107
391,INV000962,2024-01-07,120842,Lumpsum,422124,Punjab,Chandigarh,T30,26-35,Male,24.5,Cheque,Verified,20240107
392,INV001006,2024-01-07,101208,SIP,2104,Tamil Nadu,Coimbatore,B30,56+,Female,75.6,Net Banking,Verified,20240107
393,INV001036,2024-01-07,149323,SIP,2621,Punjab,Chandigarh,T30,46-55,Female,40.5,Net Banking,Verified,20240107
394,INV001274,2024-01-07,119092,Lumpsum,136990,Maharashtra,Mumbai,T30,36-45,Female,55.7,Mandate,Verified,20240107
395,INV001311,2024-01-07,102887,SIP,553,Telangana,Hyderabad,T30,26-35,Male,20.9,Mandate,Verified,20240107
396,INV001327,2024-01-07,120842,SIP,5741,Delhi,New Delhi,T30,36-45,Male,31.2,UPI,Verified,20240107
397,INV001363,2024-01-07,118632,SIP,58920,Karnataka,Mysore,B30,56+,Male,29.4,UPI,Verified,20240107
398,INV001447,2024-01-07,120841,Redemption,75406,Madhya Pradesh,Indore,T30,26-35,Female,14.6,Mandate,Verified,20240107
399,INV001476,2024-01-07,119092,SIP,10756,Rajasthan,Jaipur,T30,36-45,Male,38.1,Cheque,Pending,20240107
400,INV001491,2024-01-07,149322,SIP,4575,Tamil Nadu,Chennai,T30,56+,Male,78.5,Mandate,Verified,20240107
401,INV001602,2024-01-07,100016,SIP,17107,West Bengal,Kolkata,T30,36-45,Male,27.0,Mandate,Verified,20240107
402,INV001689,2024-01-07,120505,Lumpsum,473543,Haryana,Faridabad,B30,36-45,Male,40.4,Cheque,Verified,20240107
403,INV001723,2024-01-07,119094,SIP,6112,Tamil Nadu,Chennai,T30,26-35,Male,14.2,Cheque,Verified,20240107
404,INV001735,2024-01-07,119552,SIP,16939,Maharashtra,Pune,T30,56+,Male,41.9,Net Banking,Verified,20240107
405,INV001961,2024-01-07,120503,SIP,2278,Delhi,Gurugram,T30,26-35,Male,23.4,Cheque,Verified,20240107
406,INV002329,2024-01-07,120842,SIP,26835,Madhya Pradesh,Indore,T30,56+,Male,51.2,UPI,Verified,20240107
407,INV002471,2024-01-07,120844,SIP,1126,Punjab,Chandigarh,T30,18-25,Male,3.1,Net Banking,Verified,20240107
408,INV002505,2024-01-07,120841,SIP,8163,Tamil Nadu,Coimbatore,B30,36-45,Female,21.1,UPI,Verified,20240107
409,INV002599,2024-01-07,149322,SIP,2827,Gujarat,Surat,T30,26-35,Male,11.4,Cheque,Verified,20240107
410,INV002732,2024-01-07,120843,SIP,1047,Uttar Pradesh,Lucknow,T30,18-25,Male,4.5,UPI,Verified,20240107
411,INV002834,2024-01-07,120841,Redemption,368938,West Bengal,Kolkata,T30,18-25,Male,6.9,Net Banking,Verified,20240107
412,INV002870,2024-01-07,125498,Lumpsum,423490,Karnataka,Mysore,B30,26-35,Female,23.7,Net Banking,Verified,20240107
413,INV003054,2024-01-07,120843,SIP,6158,Telangana,Hyderabad,T30,56+,Female,77.1,Cheque,Verified,20240107
414,INV003085,2024-01-07,119092,Redemption,181536,Delhi,Gurugram,T30,36-45,Female,29.2,UPI,Verified,20240107
